material;season;brand;style;name;characteristics;composition;gender;department;category;type;site;noimages;comment;status
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
;;;;#N/A;#N/A;#N/A;;;;;;false;;
